Name,Average.coverage,Reference.length
1800,39.768,5404
1807,36.453,5375
1810,0.261,4847
1811,35.082,5361
1817,27.692,5344
1818,0.226,4003
1828,0.906,5284
1831,32.537,5301
1833,34.453,5295
1846,20.349,5281
1847,26.988,5279
1853,9.306,5241
1856,43.244,5251
1858,32.300,5249
1862,31.883,5240
1876,0.511,5125
1877,29.583,5210
1883,19.394,5203
1886,33.661,5193
1898,14.006,5153
1903,30.858,5135
1958,40.845,5009
1970,17.681,4994
1996,26.372,4918
1999,37.880,4915
2000,32.309,4915
2002,33.972,4912
2003,26.283,4909
2011,32.386,4888
2016,39.028,4889
2027,11.031,4848
2028,0.564,4857
2037,12.280,4828
2048,32.504,4815
2049,0.656,4790
2056,18.262,4786
2065,58.513,4779
2076,19.804,4743
2078,28.025,4742
2090,1.084,4683
2092,18.071,4694
2099,32.314,4673
2100,0.473,4300
2114,27.101,4633
2115,23.892,4630
2117,0.833,4536
2119,0.667,3164
2123,37.861,4620
2136,25.935,4587
2142,33.875,4568
2174,24.462,4515
2177,21.211,4513
2181,0.408,3787
2184,0.232,3892
2187,14.461,4503
2191,9.074,4490
2192,34.347,4486
2193,28.432,4484
2197,32.134,4472
2201,22.589,4465
2210,9.380,4450
2214,36.246,4445
2226,42.724,4429
2250,0.831,3973
2254,10.294,4387
2261,39.355,4373
2266,30.401,4368
2267,38.421,4368
2271,13.900,4365
2291,9.251,4318
2294,24.439,4350
2304,107.854,4327
2313,0.492,4287
2315,51.735,4309
2320,0.425,3551
2321,0.461,2616
2323,44.975,4296
2324,28.446,4296
2325,16.541,4293
2330,20.674,4285
2351,0.817,3292
2367,0.226,2665
2373,66.259,4217
2375,17.241,4216
2385,16.583,4210
2408,0.607,4182
2414,39.311,4176
2419,114.133,4172
2442,0.379,3839
2443,20.848,4125
2448,35.624,4120
2457,38.650,4108
2466,0.871,3935
2470,6.403,4100
2476,27.558,4091
2489,0.427,2423
2505,170.248,4043
2506,44.009,4042
2507,36.062,4041
2511,18.811,4030
2513,38.647,4028
2515,0.259,3457
2523,3.180,3923
2526,33.653,4011
2544,16.231,3998
2545,0.515,2814
2552,0.731,3634
2556,34.091,3980
2567,0.344,3506
2569,0.504,3949
2595,14.445,3926
2614,0.448,3363
2620,35.653,3907
2636,31.095,3888
2643,49.008,3883
2645,40.730,3882
2646,47.958,3881
2647,12.696,3881
2651,0.522,3462
2655,21.571,3871
2658,22.651,3864
2667,0.211,1429
2673,11.064,3792
2683,27.423,3823
2689,15.017,3812
2708,0.636,3318
2716,0.576,3706
2729,19.029,3697
2736,19.680,3746
2746,15.848,3743
2777,13.327,3710
2796,34.285,3683
2806,14.418,3674
2812,34.105,3668
2817,0.248,3651
2828,19.236,3654
2834,40.862,3650
2840,32.392,3644
2869,0.766,3516
2874,11.595,3605
2876,39.742,3602
2890,0.174,1723
2911,25.992,3552
2931,53.736,3528
2942,30.564,3522
2948,0.299,1995
2954,25.546,3505
2964,21.928,3492
2966,19.141,3491
2988,23.502,3469
3005,30.656,3450
3014,20.156,3441
3056,23.827,3396
3058,13.807,3393
3064,18.608,3388
3069,57.950,3382
3070,39.264,3382
3084,1.993,3239
3092,12.931,3363
3106,27.381,3345
3111,21.888,3337
3119,33.929,3323
3126,0.212,2849
3128,13.806,3314
3132,40.384,3309
3150,0.752,3288
3202,22.320,3253
3219,0.113,2677
3234,43.368,3239
3237,19.643,3235
3241,13.104,3233
3243,33.513,3231
3253,41.332,3224
3255,19.260,3223
3264,28.854,3216
3279,0.949,3054
3285,7.018,3179
3289,3.495,3186
3306,5.315,3170
3311,23.493,3165
3325,39.524,3154
3328,3.557,3134
3331,25.217,3148
3332,4.256,3147
3337,16.877,3142
3354,24.667,3121
3362,196.312,3116
3368,395.675,3112
3376,0.418,2878
3379,15.838,3081
3398,0.795,3021
3401,32.340,3085
3408,12.753,3077
3409,7.986,3077
3418,19.238,3070
3435,38.450,3056
3439,25.861,3054
3442,0.203,1482
3444,11.785,3052
3450,48.990,3046
3456,0.547,2200
3508,0.637,2754
3516,24.337,3006
3523,20.368,3003
3526,1.466,2723
3533,18.939,2991
3546,0.378,2292
3556,0.702,1107
3574,12.774,2966
3576,32.956,2962
3589,0.382,2368
3598,27.836,2947
3627,22.027,2928
3643,21.058,2913
3656,33.419,2905
3662,0.700,2414
3665,4.796,2741
3666,20.226,2899
3667,6.761,2898
3679,19.560,2889
3686,31.842,2886
3692,0.324,1644
3707,0.953,2790
3712,25.907,2870
3727,36.296,2864
3733,0.536,2807
3735,25.371,2852
3755,0.186,2424
3772,0.750,2835
3778,0.697,2309
3788,29.172,2823
3804,8.048,2789
3809,28.618,2810
3812,27.628,2785
3813,39.233,2808
3819,0.606,2751
3822,18.102,2804
3828,14.979,2801
3852,14.324,2785
3866,21.457,2774
3867,15.279,2774
3879,0.421,2654
3890,1.228,2756
3917,22.436,2739
3924,29.849,2733
3925,0.872,2552
3929,1.052,2730
3938,14.829,2724
3943,25.001,2720
3952,16.967,2715
3963,12.766,2709
3974,1.095,2522
3980,0.260,2315
3984,1.059,867
3992,33.379,2691
4003,4.387,2662
4007,29.010,2665
4010,34.333,2681
4027,5.890,2653
4031,41.544,2667
4037,16.155,2664
4046,36.723,2658
4058,17.748,2651
4067,29.212,2642
4072,11.360,2638
4078,8.817,2629
4128,0.397,1512
4129,31.744,2610
4145,31.254,2599
4167,15.977,2590
4168,13.388,2590
4182,0.304,2471
4186,28.835,2583
4195,19.635,2579
4211,0.291,1849
4229,0.596,1974
4236,6.982,2554
4262,0.324,1991
4298,0.478,2206
4322,7.606,2493
4326,20.586,2504
4353,24.232,2488
4373,19.984,2478
4376,17.046,2474
4390,30.098,2461
4421,0.142,2134
4431,332.731,2449
4438,0.566,1060
4450,15.788,2441
4455,27.439,2440
4456,37.693,2440
4457,16.952,2440
4480,21.621,2430
4529,26.853,2407
4553,12.627,2396
4560,30.385,2391
4590,24.979,2378
4596,34.686,2374
4599,48.011,2373
4625,28.892,2361
4638,0.048,623
4646,10.186,2354
4660,16.159,2348
4680,13.689,2332
4686,21.022,2335
4731,0.494,2032
4736,0.192,1846
4741,19.679,2309
4752,10.673,2239
4762,14.449,2307
4783,13.676,2289
4789,0.653,1558
4794,25.505,2295
4817,0.206,1467
4826,23.954,2282
4846,23.812,2275
4851,20.902,2274
4880,32.745,2263
4900,0.672,1336
4901,0.455,1278
4943,28.543,2240
4948,18.927,2239
4952,23.828,2238
4978,16.607,2229
4995,12.338,2216
5019,1.277,2217
5034,0.556,1623
5044,38.697,2207
5091,0.693,2171
5092,11.947,2189
5094,15.232,2188
5112,1.003,890
5137,40.565,2171
5141,32.239,2170
5166,27.710,2163
5241,19.752,2137
5246,16.036,2136
5247,0.579,1043
5265,0.506,1488
5296,15.580,2121
5297,0.590,2039
5298,10.356,2117
5304,25.186,2119
5366,0.341,2096
5374,26.919,2094
5382,40.250,2092
5397,6.676,2086
5412,0.705,857
5420,17.505,2081
5421,0.350,2054
5423,216.899,2080
5435,19.618,2078
5441,23.934,2077
5442,16.166,2077
5449,22.342,2076
5468,0.438,688
5478,58.591,2068
5493,8.702,2055
5494,11.591,2063
5495,0.312,2062
5533,11.364,2051
5538,24.152,2049
5580,39.099,2038
5586,44.233,2037
5590,0.235,2036
5707,1.435,1998
5710,12.152,1997
5726,39.589,1991
5733,36.734,1989
5787,33.936,1975
5805,26.170,1971
5811,0.336,1791
5829,22.595,1964
5847,19.600,1959
5849,39.962,1950
5866,0.243,1239
5870,36.347,1953
5883,0.700,1741
5910,50.989,1941
5918,22.658,1939
5932,44.566,1935
5939,0.175,1726
5957,5.170,1892
5968,38.745,1924
5970,56.953,1923
5980,35.319,1920
6073,23.743,1895
6138,24.778,1879
6139,1.033,1459
6144,0.881,1822
6145,0.194,747
6156,15.386,1876
6161,0.499,1813
6176,25.201,1871
6187,32.670,1868
6193,48.029,1867
6291,19.795,1843
6292,10.655,1843
6297,22.109,1841
6391,29.263,1817
6413,7.990,1805
6421,0.392,1537
6422,15.970,1811
6533,0.318,947
6557,23.868,1775
6637,23.935,1759
6638,8.512,1728
6655,33.596,1756
6659,8.239,1754
6680,2.116,1037
6757,0.501,902
6784,32.736,1728
6804,0.690,1724
6826,180.667,1719
6828,3.969,1592
6868,27.346,1689
6884,37.590,1708
6926,11.501,1700
6951,25.534,1696
6952,16.947,1691
6970,27.768,1691
6971,23.810,1691
6986,16.351,1689
6987,12.425,1689
6998,21.476,1686
6999,23.001,1686
7005,11.377,1678
7027,4.201,1681
7038,45.768,1679
7108,12.938,1666
7115,15.474,1665
7116,0.930,1275
7125,13.657,1663
7136,20.790,1661
7137,4.598,1636
7216,8.099,1649
7225,2.930,1647
7263,138.178,1640
7280,18.965,1638
7323,0.309,973
7371,32.051,1622
7384,102.333,1619
7453,188.528,1608
7486,40.992,1603
7556,21.233,1590
7575,0.336,896
7586,61.248,1585
7617,1.184,1573
7655,1.179,1215
7672,0.799,1572
7700,11.208,1558
7703,4.996,1567
7732,33.896,1563
7764,28.690,1558
7807,15.472,1552
7877,29.105,1542
7900,33.790,1539
7911,12.348,1537
7922,42.800,1535
7933,167.390,1534
7937,30.742,1533
7981,21.643,1528
8040,43.228,1520
8063,20.883,1516
8085,16.382,1513
8104,40.478,1510
8131,22.302,1506
8167,8.681,1501
8194,30.030,1497
8212,37.033,1495
8218,33.659,1494
8221,14.639,1493
8246,1.246,1051
8265,21.633,1487
8279,39.156,1480
8414,0.690,593
8467,33.775,1459
8479,65.272,1457
8495,14.922,1454
8496,0.525,1150
8539,42.537,1448
8657,28.102,1431
8667,0.479,1258
8675,24.645,1429
8689,0.536,829
8730,21.508,1424
8755,25.146,1421
8786,20.267,1418
8868,14.854,1366
8896,85.301,1407
8907,23.578,1406
8940,1.471,1402
8952,0.394,530
8961,16.039,1399
9022,45.813,1393
9029,8.858,1392
9051,15.598,1389
9099,29.429,1377
9127,27.446,1380
9173,29.708,1375
9186,18.357,1374
9203,8.056,1372
9212,25.308,1371
9266,0.874,1034
9267,2.649,1017
9272,165.141,1364
9305,28.196,1361
9306,35.119,1361
9326,229.865,1359
9350,44.817,1357
9406,26.258,1351
9416,49.724,1350
9538,24.043,1338
9554,336.943,1337
9577,1.256,1318
9608,0.678,1331
9706,10.496,1322
9707,18.875,1322
9719,30.998,1321
9761,3.778,1294
9802,0.742,779
9825,17.535,1311
9974,29.165,1299
9975,16.698,1299
10021,11.288,1294
10079,1.340,627
10095,27.839,1289
10139,57.033,1285
10200,22.688,1280
10220,52.756,1278
10351,26.400,1269
10382,1.337,163
10428,41.128,1263
10438,383.409,1262
10460,2.325,1260
10506,104.512,1256
10699,249.468,1239
10713,0.977,1234
10725,11.431,1237
10797,8.016,1217
10879,0.138,1096
10890,9.272,1225
10934,13.023,1222
10949,18.464,1221
10963,86.610,1220
10964,29.207,1220
11044,43.327,1213
11141,30.075,1206
11175,13.507,1177
11208,47.859,1201
11306,21.245,1145
11324,0.711,425
11380,30.281,1188
11395,24.002,1187
11498,106.111,1180
11649,23.141,1167
11650,17.307,1170
11728,30.926,1165
11729,29.656,1165
11757,13.402,1163
11825,1.169,1158
11826,20.846,1158
11851,14.786,1156
11852,12.305,1156
11884,26.781,1153
11936,42.141,1149
11937,33.320,1149
11949,0.289,1040
11966,16.560,1147
12042,42.591,1142
12196,8.407,1133
12228,85.256,1131
12352,1.289,935
12427,17.041,1117
12486,137.965,1114
12502,70.416,1113
12518,26.186,1112
12594,28.168,1107
12610,54.191,1106
12715,24.290,1101
12809,20.556,1095
12894,40.260,1091
12895,33.064,1091
12939,8.005,1089
12981,23.163,1087
13185,1.578,1029
13334,30.671,1067
13335,13.634,1067
13396,20.448,1064
13504,32.150,1058
13522,30.421,1057
13636,34.783,1051
13714,114.723,1047
13752,20.991,1028
13837,13.719,1041
13959,12.747,1035
14120,24.018,1027
14255,33.850,1020
14354,99.436,1015
14366,24.396,1014
14580,53.505,1004
14608,24.129,1003
14649,37.080,1001
